rule,param,live,demo,n_stop,elapsed_s,time_saved_s,dev_pos_mm,dev_rot_deg,abs_pos_mm,abs_rot_deg,failed
count,50,pick_up_mug_007,pick_up_mug_002,50,0.4466,2.5553,0.3787,0.0903,527.8624,53.9355,0
count,50,pick_up_mug_007,pick_up_mug_003,50,0.397,2.6031,0.1265,0.0154,613.5604,66.6374,0
count,50,pick_up_mug_007,pick_up_mug_004,50,0.3549,2.6452,4.6794,0.7847,959.9784,119.8436,0
count,50,pick_up_mug_007,pick_up_mug_005,50,0.6676,2.3459,0.0,0.0,1095.0313,160.6024,0
count,50,pick_up_mug_007,pick_up_mug_006,50,0.4514,2.5494,0.0,0.0,529.416,58.1882,0
count,50,pick_up_mug_007,pick_up_mug_008,50,0.6232,2.3769,47.9951,5.0761,244.4362,27.4149,0
count,50,pick_up_mug_008,pick_up_mug_001,50,0.5514,2.4553,6.0026,0.5129,185.973,13.02,0
count,50,pick_up_mug_008,pick_up_mug_002,50,0.4572,2.5459,3.2335,0.3309,629.3691,62.4909,0
count,50,pick_up_mug_008,pick_up_mug_003,50,0.4637,2.5414,0.0,0.0,715.7155,74.9049,0
count,50,pick_up_mug_008,pick_up_mug_004,50,0.4707,2.5304,32.2836,3.0397,1066.4109,128.6391,0
count,50,pick_up_mug_008,pick_up_mug_005,50,0.631,2.3754,9.3037,0.9075,1185.0361,168.5865,0
count,50,pick_up_mug_008,pick_up_mug_006,50,0.6123,2.4029,18.9465,1.8209,601.6363,63.4874,0
count,50,pick_up_mug_008,pick_up_mug_007,50,0.4794,2.5226,0.0,0.0,178.1164,18.9693,0
count,100,pick_up_mug_001,pick_up_mug_002,100,0.7575,2.2526,0.0,0.0,291.5083,31.8199,0
count,100,pick_up_mug_001,pick_up_mug_003,100,0.828,2.1822,39.3136,4.6521,319.244,38.296,0
count,100,pick_up_mug_001,pick_up_mug_004,100,0.7479,2.2572,0.2497,0.0296,691.9397,96.835,0
count,100,pick_up_mug_001,pick_up_mug_005,100,1.3289,1.6786,6.8915,0.8257,827.3678,127.2754,0
count,100,pick_up_mug_001,pick_up_mug_006,100,1.0702,1.9399,11.5772,1.299,216.9498,26.4284,0
count,100,pick_up_mug_001,pick_up_mug_007,100,0.8946,2.107,0.2809,0.0365,217.4392,28.7756,0
count,100,pick_up_mug_001,pick_up_mug_008,100,1.3933,1.6073,0.0,0.0,180.3799,19.248,0
count,100,pick_up_mug_002,pick_up_mug_001,100,1.4276,1.5756,0.0,0.0,613.3605,57.1105,0
count,100,pick_up_mug_002,pick_up_mug_003,100,0.6071,2.3946,0.0,0.0,114.7661,12.63,0
count,100,pick_up_mug_002,pick_up_mug_004,100,0.5849,2.419,19.5115,1.8112,628.6043,66.0147,0
count,100,pick_up_mug_002,pick_up_mug_005,100,1.0371,1.9639,6.3394,0.6348,934.8709,104.4824,0
count,100,pick_up_mug_002,pick_up_mug_006,100,0.7837,2.2192,37.2726,3.5435,88.7483,7.7808,0
count,100,pick_up_mug_002,pick_up_mug_007,100,0.5701,2.4321,0.0,0.0,572.9422,54.3083,0
count,100,pick_up_mug_002,pick_up_mug_008,100,1.4761,1.5312,0.0,0.0,614.1885,59.8316,0
count,100,pick_up_mug_003,pick_up_mug_001,100,1.4823,1.5223,17.5112,1.5852,705.3326,68.0179,0
count,100,pick_up_mug_003,pick_up_mug_002,100,0.5717,2.43,0.0,0.0,120.6554,12.8697,0
count,100,pick_up_mug_003,pick_up_mug_004,100,0.6532,2.3493,43.3798,3.954,536.4622,53.2755,0
count,100,pick_up_mug_003,pick_up_mug_005,100,1.0294,1.9764,0.0,0.0,857.2575,89.4948,0
count,100,pick_up_mug_003,pick_up_mug_006,100,0.9375,2.0652,0.0,0.0,168.3141,15.668,0
count,100,pick_up_mug_003,pick_up_mug_007,100,0.6763,2.3243,0.0,0.0,685.4008,66.8602,0
count,100,pick_up_mug_003,pick_up_mug_008,100,1.4671,1.5357,18.0602,1.6664,723.5433,72.1585,0
count,100,pick_up_mug_004,pick_up_mug_001,100,1.3912,1.6176,0.0,0.0,999.9678,117.419,0
count,100,pick_up_mug_004,pick_up_mug_002,100,0.6831,2.3209,0.0,0.0,624.4403,66.7002,0
count,100,pick_up_mug_004,pick_up_mug_003,100,0.6889,2.314,0.1076,0.0128,522.9085,54.4078,0
count,100,pick_up_mug_004,pick_up_mug_005,100,1.0713,1.9329,0.0,0.0,371.0179,35.7902,0
count,100,pick_up_mug_004,pick_up_mug_006,100,1.208,1.7951,0.0,0.0,746.4153,82.5348,0
count,100,pick_up_mug_004,pick_up_mug_007,100,0.6963,2.3074,1.3395,0.1299,1027.8168,120.4787,0
count,100,pick_up_mug_004,pick_up_mug_008,100,1.2985,1.7116,0.0,0.0,1052.6756,125.6478,0
count,100,pick_up_mug_005,pick_up_mug_001,100,1.5173,1.4832,0.0,0.0,1063.3568,144.3713,0
count,100,pick_up_mug_005,pick_up_mug_002,100,0.9746,2.0261,17.1433,1.8,823.8124,95.7278,0
count,100,pick_up_mug_005,pick_up_mug_003,100,0.9466,2.0613,0.6483,0.0647,765.2278,86.5572,0
count,100,pick_up_mug_005,pick_up_mug_004,100,0.7057,2.3071,0.0,0.0,351.2838,35.2837,0
count,100,pick_up_mug_005,pick_up_mug_006,100,1.3184,1.6892,0.0324,0.0054,944.5477,119.5321,0
count,100,pick_up_mug_005,pick_up_mug_007,100,0.935,2.067,0.0,0.0,1095.277,148.8504,0
count,100,pick_up_mug_005,pick_up_mug_008,100,1.3684,1.6388,0.0031,0.0003,1106.0121,151.6896,0
count,100,pick_up_mug_006,pick_up_mug_001,100,1.4408,1.5597,5.9937,0.5825,543.6628,57.2412,0
count,100,pick_up_mug_006,pick_up_mug_002,100,0.8489,2.1549,0.0,0.0,68.8563,4.9759,0
count,100,pick_up_mug_006,pick_up_mug_003,100,0.9525,2.0608,0.0,0.0,112.4977,11.7321,0
count,100,pick_up_mug_006,pick_up_mug_004,100,0.9001,2.1039,5.7056,0.5128,608.287,70.5924,0
count,100,pick_up_mug_006,pick_up_mug_005,100,1.2798,1.7284,0.0,0.0,866.5167,107.799,0
count,100,pick_up_mug_006,pick_up_mug_007,100,0.7963,2.2122,34.3048,3.1571,586.6049,63.3687,0
count,100,pick_up_mug_006,pick_up_mug_008,100,1.6872,1.3143,14.3684,1.5254,648.2178,72.3128,0
count,100,pick_up_mug_007,pick_up_mug_001,100,1.6236,1.3834,0.0,0.0,36.9284,3.948,0
count,100,pick_up_mug_007,pick_up_mug_002,100,0.8165,2.1853,0.0,0.0,527.539,53.896,0
count,100,pick_up_mug_007,pick_up_mug_003,100,0.7407,2.2594,0.1265,0.0154,613.5604,66.6374,0
count,100,pick_up_mug_007,pick_up_mug_004,100,0.6241,2.376,4.6794,0.7847,959.9784,119.8436,0
count,100,pick_up_mug_007,pick_up_mug_005,100,1.2538,1.7597,0.0,0.0,1095.0313,160.6024,0
count,100,pick_up_mug_007,pick_up_mug_006,100,0.8417,2.1591,0.0,0.0,529.416,58.1882,0
count,100,pick_up_mug_007,pick_up_mug_008,100,1.1934,1.8067,47.9951,5.0761,244.4362,27.4149,0
count,100,pick_up_mug_008,pick_up_mug_001,100,1.0749,1.9317,5.9858,0.5109,185.9409,13.017,0
count,100,pick_up_mug_008,pick_up_mug_002,100,0.8693,2.1339,0.0,0.0,626.9477,62.2225,0
count,100,pick_up_mug_008,pick_up_mug_003,100,0.8918,2.1134,0.0,0.0,715.7155,74.9049,0
count,100,pick_up_mug_008,pick_up_mug_004,100,0.8725,2.1286,32.1704,3.0305,1066.4486,128.6472,0
count,100,pick_up_mug_008,pick_up_mug_005,100,1.1994,1.807,0.6664,0.055,1183.7787,167.6468,0
count,100,pick_up_mug_008,pick_up_mug_006,100,1.1441,1.8711,13.827,1.3355,597.0854,63.0086,0
count,100,pick_up_mug_008,pick_up_mug_007,100,0.9633,2.0387,0.0,0.0,178.1164,18.9693,0
count,200,pick_up_mug_001,pick_up_mug_002,200,1.5166,1.4934,0.0,0.0,291.5083,31.8199,0
count,200,pick_up_mug_001,pick_up_mug_003,200,1.636,1.3742,0.0,0.0,354.5295,42.9147,0
count,200,pick_up_mug_001,pick_up_mug_004,200,1.5192,1.4859,0.0,0.0,691.7888,96.8064,0
count,200,pick_up_mug_001,pick_up_mug_005,200,2.6165,0.391,0.0,0.0,830.2266,128.0946,0
count,200,pick_up_mug_001,pick_up_mug_006,200,2.088,0.9221,7.5733,0.8628,200.4134,24.4576,0
count,200,pick_up_mug_001,pick_up_mug_007,200,1.7771,1.2244,3.3366,0.3435,219.5955,29.0368,0
count,200,pick_up_mug_001,pick_up_mug_008,200,2.7582,0.2424,0.0,0.0,180.3799,19.248,0
count,200,pick_up_mug_002,pick_up_mug_001,200,2.8629,0.1402,0.0,0.0,613.3605,57.1105,0
count,200,pick_up_mug_002,pick_up_mug_003,200,1.2147,1.787,0.0,0.0,114.7661,12.63,0
count,200,pick_up_mug_002,pick_up_mug_004,200,1.1676,1.8363,19.5115,1.8112,628.6043,66.0147,0
count,200,pick_up_mug_002,pick_up_mug_005,200,2.1276,0.8735,17.2205,1.6512,941.7647,105.5268,0
count,200,pick_up_mug_002,pick_up_mug_006,200,1.5627,1.4402,0.0,0.0,65.6466,4.5446,0
count,200,pick_up_mug_002,pick_up_mug_007,200,1.1584,1.8437,0.0,0.0,572.9422,54.3083,0
count,200,pick_up_mug_002,pick_up_mug_008,200,2.9128,0.0945,0.0,0.0,614.1885,59.8316,0
count,200,pick_up_mug_003,pick_up_mug_001,200,2.959,0.0456,0.0,0.0,719.5801,69.5581,0
count,200,pick_up_mug_003,pick_up_mug_002,200,1.1486,1.8531,0.0,0.0,120.6554,12.8697,0
count,200,pick_up_mug_003,pick_up_mug_004,200,1.3056,1.6969,0.0,0.0,573.631,57.1623,0
count,200,pick_up_mug_003,pick_up_mug_005,200,2.0601,0.9457,0.0,0.0,857.2575,89.4948,0
count,200,pick_up_mug_003,pick_up_mug_006,200,1.8241,1.1787,0.0,0.0,168.3141,15.668,0
count,200,pick_up_mug_003,pick_up_mug_007,200,1.3545,1.6461,0.0,0.0,685.4008,66.8602,0
count,200,pick_up_mug_003,pick_up_mug_008,200,2.9379,0.0649,0.0,0.0,709.2067,70.4963,0
count,200,pick_up_mug_004,pick_up_mug_001,200,2.775,0.2339,0.0,0.0,999.9678,117.419,0
count,200,pick_up_mug_004,pick_up_mug_002,200,1.3732,1.6308,0.0,0.0,624.4403,66.7002,0
count,200,pick_up_mug_004,pick_up_mug_003,200,1.3585,1.6444,0.1076,0.0128,522.9085,54.4078,0
count,200,pick_up_mug_004,pick_up_mug_005,200,2.1925,0.8118,0.0,0.0,371.0179,35.7902,0
count,200,pick_up_mug_004,pick_up_mug_006,200,2.4366,0.5665,0.0,0.0,746.4153,82.5348,0
count,200,pick_up_mug_004,pick_up_mug_007,200,1.3838,1.6198,1.3395,0.1299,1027.8168,120.4787,0
count,200,pick_up_mug_004,pick_up_mug_008,200,2.6677,0.3424,0.0,0.0,1052.6756,125.6478,0
count,200,pick_up_mug_005,pick_up_mug_001,197,3.0006,0.0,0.0,0.0,1063.3568,144.3713,0
count,200,pick_up_mug_005,pick_up_mug_002,200,1.8931,1.1076,0.0,0.0,812.7315,93.9982,0
count,200,pick_up_mug_005,pick_up_mug_003,200,1.8601,1.1477,0.0,0.0,765.6811,86.6219,0
count,200,pick_up_mug_005,pick_up_mug_004,200,1.4227,1.5901,0.0,0.0,351.2838,35.2837,0
count,200,pick_up_mug_005,pick_up_mug_006,200,2.644,0.3636,0.0324,0.0054,944.5477,119.5321,0
count,200,pick_up_mug_005,pick_up_mug_007,200,1.8436,1.1584,0.0,0.0,1095.277,148.8504,0
count,200,pick_up_mug_005,pick_up_mug_008,200,2.7881,0.2191,0.0,0.0,1106.0124,151.6897,0
count,200,pick_up_mug_006,pick_up_mug_001,200,2.922,0.0786,0.0,0.0,538.817,56.6872,0
count,200,pick_up_mug_006,pick_up_mug_002,200,1.7863,1.2175,0.0,0.0,68.8563,4.9759,0
count,200,pick_up_mug_006,pick_up_mug_003,200,1.9588,1.0545,0.0,0.0,112.4977,11.7321,0
count,200,pick_up_mug_006,pick_up_mug_004,200,1.844,1.16,2.8934,0.2421,610.3903,70.8621,0
count,200,pick_up_mug_006,pick_up_mug_005,200,2.5969,0.4113,0.0,0.0,866.5167,107.799,0
count,200,pick_up_mug_006,pick_up_mug_007,200,1.6526,1.3559,34.2,3.1484,586.5825,63.3658,0
count,200,pick_up_mug_006,pick_up_mug_008,177,3.0014,0.0,0.0,0.0,637.7636,70.9187,0
count,200,pick_up_mug_007,pick_up_mug_001,183,3.007,0.0,0.0,0.0,36.9284,3.948,0
count,200,pick_up_mug_007,pick_up_mug_002,200,1.6767,1.3251,0.0,0.0,527.539,53.896,0
count,200,pick_up_mug_007,pick_up_mug_003,200,1.4899,1.5102,0.1079,0.0134,613.5679,66.6383,0
count,200,pick_up_mug_007,pick_up_mug_004,200,1.2607,1.7394,4.9777,0.719,959.7093,119.799,0
count,200,pick_up_mug_007,pick_up_mug_005,200,2.5888,0.4247,0.0,0.0,1095.0313,160.6024,0
count,200,pick_up_mug_007,pick_up_mug_006,200,1.7185,1.2823,0.0,0.0,529.416,58.1882,0
count,200,pick_up_mug_007,pick_up_mug_008,200,2.4127,0.5874,0.0,0.0,289.2235,32.4053,0
count,200,pick_up_mug_008,pick_up_mug_001,200,2.1338,0.8729,1.1058,0.1003,183.3601,12.7174,0
count,200,pick_up_mug_008,pick_up_mug_002,200,1.7482,1.255,0.0,0.0,626.9477,62.2225,0
count,200,pick_up_mug_008,pick_up_mug_003,200,1.7719,1.2332,0.0,0.0,715.7155,74.9049,0
count,200,pick_up_mug_008,pick_up_mug_004,200,1.7781,1.223,0.0,0.0,1080.0128,131.6659,0
count,200,pick_up_mug_008,pick_up_mug_005,200,2.4342,0.5723,0.0,0.0,1183.8234,167.681,0
count,200,pick_up_mug_008,pick_up_mug_006,200,2.2767,0.7385,0.0,0.0,584.525,61.6764,0
count,200,pick_up_mug_008,pick_up_mug_007,200,1.9482,1.0538,0.0,0.0,178.1164,18.9693,0
count,400,pick_up_mug_001,pick_up_mug_002,400,2.9515,0.0585,0.0,0.0,291.5083,31.8199,0
count,400,pick_up_mug_001,pick_up_mug_003,370,3.0102,0.0,0.0,0.0,354.5295,42.9147,0
count,400,pick_up_mug_001,pick_up_mug_004,400,2.9586,0.0464,0.0,0.0,691.7888,96.8064,0
count,400,pick_up_mug_001,pick_up_mug_005,231,3.0075,0.0,0.0,0.0,830.2266,128.0946,0
count,400,pick_up_mug_001,pick_up_mug_006,291,3.0101,0.0,0.0,0.0,207.0186,25.289,0
count,400,pick_up_mug_001,pick_up_mug_007,341,3.0015,0.0,0.0,0.0,217.2055,28.7452,0
count,400,pick_up_mug_001,pick_up_mug_008,218,3.0006,0.0,0.0,0.0,180.3799,19.248,0
count,400,pick_up_mug_002,pick_up_mug_001,210,3.0031,0.0,0.0,0.0,613.3605,57.1105,0
count,400,pick_up_mug_002,pick_up_mug_003,400,2.3784,0.6233,0.0,0.0,114.7661,12.63,0
count,400,pick_up_mug_002,pick_up_mug_004,400,2.3142,0.6897,0.0,0.0,644.101,67.7603,0
count,400,pick_up_mug_002,pick_up_mug_005,285,3.001,0.0,0.0,0.0,930.7891,103.8849,0
count,400,pick_up_mug_002,pick_up_mug_006,395,3.0029,0.0,0.0,0.0,65.6466,4.5446,0
count,400,pick_up_mug_002,pick_up_mug_007,400,2.3072,0.695,0.0,0.0,572.9422,54.3083,0
count,400,pick_up_mug_002,pick_up_mug_008,207,3.0073,0.0,0.0,0.0,614.1885,59.8316,0
count,400,pick_up_mug_003,pick_up_mug_001,203,3.0046,0.0,0.0,0.0,719.5801,69.5581,0
count,400,pick_up_mug_003,pick_up_mug_002,400,2.247,0.7546,0.0,0.0,120.6554,12.8697,0
count,400,pick_up_mug_003,pick_up_mug_004,400,2.5726,0.43,0.0,0.0,573.631,57.1623,0
count,400,pick_up_mug_003,pick_up_mug_005,293,3.0058,0.0,0.0,0.0,857.2575,89.4948,0
count,400,pick_up_mug_003,pick_up_mug_006,328,3.0028,0.0,0.0,0.0,168.3141,15.668,0
count,400,pick_up_mug_003,pick_up_mug_007,400,2.6893,0.3113,0.0,0.0,685.4008,66.8602,0
count,400,pick_up_mug_003,pick_up_mug_008,204,3.0028,0.0,0.0,0.0,709.2067,70.4963,0
count,400,pick_up_mug_004,pick_up_mug_001,217,3.0089,0.0,0.0,0.0,999.9678,117.419,0
count,400,pick_up_mug_004,pick_up_mug_002,400,2.7179,0.2861,0.0,0.0,624.4403,66.7002,0
count,400,pick_up_mug_004,pick_up_mug_003,400,2.6913,0.3116,0.0,0.0,523.0021,54.4176,0
count,400,pick_up_mug_004,pick_up_mug_005,274,3.0042,0.0,0.0,0.0,371.0179,35.7902,0
count,400,pick_up_mug_004,pick_up_mug_006,245,3.0031,0.0,0.0,0.0,746.4153,82.5348,0
count,400,pick_up_mug_004,pick_up_mug_007,400,2.8081,0.1956,0.0,0.0,1027.1902,120.3541,0
count,400,pick_up_mug_004,pick_up_mug_008,226,3.0101,0.0,0.0,0.0,1052.6756,125.6478,0
count,400,pick_up_mug_005,pick_up_mug_001,197,3.0006,0.0,0.0,0.0,1063.3568,144.3713,0
count,400,pick_up_mug_005,pick_up_mug_002,315,3.0007,0.0,0.0,0.0,812.7315,93.9982,0
count,400,pick_up_mug_005,pick_up_mug_003,322,3.0078,0.0,0.0,0.0,765.6811,86.6219,0
count,400,pick_up_mug_005,pick_up_mug_004,400,2.8548,0.158,0.0,0.0,351.2838,35.2837,0
count,400,pick_up_mug_005,pick_up_mug_006,229,3.0076,0.0,0.0,0.0,944.553,119.533,0
count,400,pick_up_mug_005,pick_up_mug_007,326,3.002,0.0,0.0,0.0,1095.277,148.8504,0
count,400,pick_up_mug_005,pick_up_mug_008,214,3.0072,0.0,0.0,0.0,1106.0124,151.6897,0
count,400,pick_up_mug_006,pick_up_mug_001,205,3.0006,0.0,0.0,0.0,538.817,56.6872,0
count,400,pick_up_mug_006,pick_up_mug_002,330,3.0038,0.0,0.0,0.0,68.8563,4.9759,0
count,400,pick_up_mug_006,pick_up_mug_003,302,3.0133,0.0,0.0,0.0,112.4977,11.7321,0
count,400,pick_up_mug_006,pick_up_mug_004,322,3.004,0.0,0.0,0.0,611.77,71.0408,0
count,400,pick_up_mug_006,pick_up_mug_005,231,3.0082,0.0,0.0,0.0,866.5167,107.799,0
count,400,pick_up_mug_006,pick_up_mug_007,359,3.0085,0.0,0.0,0.0,567.7832,61.1442,0
count,400,pick_up_mug_006,pick_up_mug_008,177,3.0014,0.0,0.0,0.0,637.7636,70.9187,0
count,400,pick_up_mug_007,pick_up_mug_001,183,3.007,0.0,0.0,0.0,36.9284,3.948,0
count,400,pick_up_mug_007,pick_up_mug_002,362,3.0018,0.0,0.0,0.0,527.539,53.896,0
count,400,pick_up_mug_007,pick_up_mug_003,399,3.0001,0.0,0.0,0.0,613.6117,66.6443,0
count,400,pick_up_mug_007,pick_up_mug_004,400,2.6063,0.3938,0.0,0.0,960.5573,119.9679,0
count,400,pick_up_mug_007,pick_up_mug_005,233,3.0135,0.0,0.0,0.0,1095.0313,160.6024,0
count,400,pick_up_mug_007,pick_up_mug_006,350,3.0008,0.0,0.0,0.0,529.416,58.1882,0
count,400,pick_up_mug_007,pick_up_mug_008,255,3.0001,0.0,0.0,0.0,289.2235,32.4053,0
count,400,pick_up_mug_008,pick_up_mug_001,280,3.0067,0.0,0.0,0.0,182.5065,12.627,0
count,400,pick_up_mug_008,pick_up_mug_002,345,3.0031,0.0,0.0,0.0,626.9477,62.2225,0
count,400,pick_up_mug_008,pick_up_mug_003,342,3.0051,0.0,0.0,0.0,715.7155,74.9049,0
count,400,pick_up_mug_008,pick_up_mug_004,339,3.0011,0.0,0.0,0.0,1080.0128,131.6659,0
count,400,pick_up_mug_008,pick_up_mug_005,249,3.0064,0.0,0.0,0.0,1183.8234,167.681,0
count,400,pick_up_mug_008,pick_up_mug_006,265,3.0152,0.0,0.0,0.0,584.525,61.6764,0
count,400,pick_up_mug_008,pick_up_mug_007,311,3.002,0.0,0.0,0.0,178.1164,18.9693,0
count,800,pick_up_mug_001,pick_up_mug_002,407,3.01,0.0,0.0,0.0,291.5083,31.8199,0
count,800,pick_up_mug_001,pick_up_mug_003,370,3.0102,0.0,0.0,0.0,354.5295,42.9147,0
count,800,pick_up_mug_001,pick_up_mug_004,406,3.0051,0.0,0.0,0.0,691.7888,96.8064,0
count,800,pick_up_mug_001,pick_up_mug_005,231,3.0075,0.0,0.0,0.0,830.2266,128.0946,0
count,800,pick_up_mug_001,pick_up_mug_006,291,3.0101,0.0,0.0,0.0,207.0186,25.289,0
count,800,pick_up_mug_001,pick_up_mug_007,341,3.0015,0.0,0.0,0.0,217.2055,28.7452,0
count,800,pick_up_mug_001,pick_up_mug_008,218,3.0006,0.0,0.0,0.0,180.3799,19.248,0
count,800,pick_up_mug_002,pick_up_mug_001,210,3.0031,0.0,0.0,0.0,613.3605,57.1105,0
count,800,pick_up_mug_002,pick_up_mug_003,500,3.0017,0.0,0.0,0.0,114.7661,12.63,0
count,800,pick_up_mug_002,pick_up_mug_004,514,3.0039,0.0,0.0,0.0,644.101,67.7603,0
count,800,pick_up_mug_002,pick_up_mug_005,285,3.001,0.0,0.0,0.0,930.7891,103.8849,0
count,800,pick_up_mug_002,pick_up_mug_006,395,3.0029,0.0,0.0,0.0,65.6466,4.5446,0
count,800,pick_up_mug_002,pick_up_mug_007,515,3.0022,0.0,0.0,0.0,572.9422,54.3083,0
count,800,pick_up_mug_002,pick_up_mug_008,207,3.0073,0.0,0.0,0.0,614.1885,59.8316,0
count,800,pick_up_mug_003,pick_up_mug_001,203,3.0046,0.0,0.0,0.0,719.5801,69.5581,0
count,800,pick_up_mug_003,pick_up_mug_002,528,3.0017,0.0,0.0,0.0,120.6554,12.8697,0
count,800,pick_up_mug_003,pick_up_mug_004,464,3.0026,0.0,0.0,0.0,573.631,57.1623,0
count,800,pick_up_mug_003,pick_up_mug_005,293,3.0058,0.0,0.0,0.0,857.2575,89.4948,0
count,800,pick_up_mug_003,pick_up_mug_006,328,3.0028,0.0,0.0,0.0,168.3141,15.668,0
count,800,pick_up_mug_003,pick_up_mug_007,443,3.0006,0.0,0.0,0.0,685.4008,66.8602,0
count,800,pick_up_mug_003,pick_up_mug_008,204,3.0028,0.0,0.0,0.0,709.2067,70.4963,0
count,800,pick_up_mug_004,pick_up_mug_001,217,3.0089,0.0,0.0,0.0,999.9678,117.419,0
count,800,pick_up_mug_004,pick_up_mug_002,438,3.004,0.0,0.0,0.0,624.4403,66.7002,0
count,800,pick_up_mug_004,pick_up_mug_003,444,3.0029,0.0,0.0,0.0,523.0021,54.4176,0
count,800,pick_up_mug_004,pick_up_mug_005,274,3.0042,0.0,0.0,0.0,371.0179,35.7902,0
count,800,pick_up_mug_004,pick_up_mug_006,245,3.0031,0.0,0.0,0.0,746.4153,82.5348,0
count,800,pick_up_mug_004,pick_up_mug_007,423,3.0037,0.0,0.0,0.0,1027.1902,120.3541,0
count,800,pick_up_mug_004,pick_up_mug_008,226,3.0101,0.0,0.0,0.0,1052.6756,125.6478,0
count,800,pick_up_mug_005,pick_up_mug_001,197,3.0006,0.0,0.0,0.0,1063.3568,144.3713,0
count,800,pick_up_mug_005,pick_up_mug_002,315,3.0007,0.0,0.0,0.0,812.7315,93.9982,0
count,800,pick_up_mug_005,pick_up_mug_003,322,3.0078,0.0,0.0,0.0,765.6811,86.6219,0
count,800,pick_up_mug_005,pick_up_mug_004,418,3.0128,0.0,0.0,0.0,351.2838,35.2837,0
count,800,pick_up_mug_005,pick_up_mug_006,229,3.0076,0.0,0.0,0.0,944.553,119.533,0
count,800,pick_up_mug_005,pick_up_mug_007,326,3.002,0.0,0.0,0.0,1095.277,148.8504,0
count,800,pick_up_mug_005,pick_up_mug_008,214,3.0072,0.0,0.0,0.0,1106.0124,151.6897,0
count,800,pick_up_mug_006,pick_up_mug_001,205,3.0006,0.0,0.0,0.0,538.817,56.6872,0
count,800,pick_up_mug_006,pick_up_mug_002,330,3.0038,0.0,0.0,0.0,68.8563,4.9759,0
count,800,pick_up_mug_006,pick_up_mug_003,302,3.0133,0.0,0.0,0.0,112.4977,11.7321,0
count,800,pick_up_mug_006,pick_up_mug_004,322,3.004,0.0,0.0,0.0,611.77,71.0408,0
count,800,pick_up_mug_006,pick_up_mug_005,231,3.0082,0.0,0.0,0.0,866.5167,107.799,0
count,800,pick_up_mug_006,pick_up_mug_007,359,3.0085,0.0,0.0,0.0,567.7832,61.1442,0
count,800,pick_up_mug_006,pick_up_mug_008,177,3.0014,0.0,0.0,0.0,637.7636,70.9187,0
count,800,pick_up_mug_007,pick_up_mug_001,183,3.007,0.0,0.0,0.0,36.9284,3.948,0
count,800,pick_up_mug_007,pick_up_mug_002,362,3.0018,0.0,0.0,0.0,527.539,53.896,0
count,800,pick_up_mug_007,pick_up_mug_003,399,3.0001,0.0,0.0,0.0,613.6117,66.6443,0
count,800,pick_up_mug_007,pick_up_mug_004,451,3.0001,0.0,0.0,0.0,960.5573,119.9679,0
count,800,pick_up_mug_007,pick_up_mug_005,233,3.0135,0.0,0.0,0.0,1095.0313,160.6024,0
count,800,pick_up_mug_007,pick_up_mug_006,350,3.0008,0.0,0.0,0.0,529.416,58.1882,0
count,800,pick_up_mug_007,pick_up_mug_008,255,3.0001,0.0,0.0,0.0,289.2235,32.4053,0
count,800,pick_up_mug_008,pick_up_mug_001,280,3.0067,0.0,0.0,0.0,182.5065,12.627,0
count,800,pick_up_mug_008,pick_up_mug_002,345,3.0031,0.0,0.0,0.0,626.9477,62.2225,0
count,800,pick_up_mug_008,pick_up_mug_003,342,3.0051,0.0,0.0,0.0,715.7155,74.9049,0
count,800,pick_up_mug_008,pick_up_mug_004,339,3.0011,0.0,0.0,0.0,1080.0128,131.6659,0
count,800,pick_up_mug_008,pick_up_mug_005,249,3.0064,0.0,0.0,0.0,1183.8234,167.681,0
count,800,pick_up_mug_008,pick_up_mug_006,265,3.0152,0.0,0.0,0.0,584.525,61.6764,0
count,800,pick_up_mug_008,pick_up_mug_007,311,3.002,0.0,0.0,0.0,178.1164,18.9693,0
usable,1,pick_up_mug_001,pick_up_mug_002,1,0.0072,3.0029,51.9097,6.1825,243.5636,25.6642,0
usable,1,pick_up_mug_001,pick_up_mug_003,1,0.0081,3.0021,39.2335,4.6438,319.3041,38.3037,0
usable,1,pick_up_mug_001,pick_up_mug_004,1,0.0074,2.9977,45.2171,5.342,663.239,91.4913,0
usable,1,pick_up_mug_001,pick_up_mug_005,1,0.0133,2.9941,28.6244,3.4195,818.0776,124.6981,0
usable,1,pick_up_mug_001,pick_up_mug_006,1,0.0114,2.9988,82.0972,9.7673,287.1889,34.8968,0
usable,1,pick_up_mug_001,pick_up_mug_007,1,0.0073,2.9942,1.4193,0.1237,216.8742,28.717,0
usable,1,pick_up_mug_001,pick_up_mug_008,1,0.0158,2.9848,14.6102,1.7061,192.6984,20.9339,0
usable,1,pick_up_mug_002,pick_up_mug_001,1,0.0161,2.987,18.6403,1.7455,596.8584,55.3831,0
usable,1,pick_up_mug_002,pick_up_mug_003,1,0.0067,2.995,2.126,0.2009,116.4477,12.8011,0
usable,1,pick_up_mug_002,pick_up_mug_004,1,0.0074,2.9965,22.0457,2.0063,627.6882,65.9125,0
usable,1,pick_up_mug_002,pick_up_mug_005,1,0.0145,2.9866,20.713,1.9997,943.958,105.8586,0
usable,1,pick_up_mug_002,pick_up_mug_006,1,0.0085,2.9944,56.7726,5.4042,104.5956,9.5978,0
